name,integer_ops,flops,FAdd,FMul,memory_ops,loads,stores,branch_ops,uncond_branch_ops,cond_branch_ops,comparison,cpu_ops,total_ops,vector_ops
reg_detect_N4_512_256,3979627553,0,0,0,2159575083,1889295382,270279701,405557275,270282765,135274509,135274509,944244736,6544759911,32256
reg_detect_N4_512_300,5462067633,0,0,0,2964028843,2593069222,370959621,556627227,370963213,185664013,185664013,1295983200,8982723703,44400
reg_detect_N4_512_400,9702276833,0,0,0,5264998443,4606065622,658932821,988729627,658937613,329792013,329792013,2302057600,15956004903,79200
reg_detect_N4_512_512,15887538209,0,0,0,8621457451,7542454294,1079003157,1619042331,1079009293,540033037,540033037,3769634816,26128037991,130048
reg_detect_N4_512_600,21811975233,0,0,0,11836377643,10355018422,1481359221,2222774427,1481366413,741408013,741408013,5175326400,35871127303,178800
reg_detect_N4_512_700,29681464433,0,0,0,16106787243,14090974822,2015812421,3024716827,2015820813,1008896013,1008896013,7042520800,48812968503,243600
reg_detect_N4_512_800,38760713633,0,0,0,21033676843,18401251222,2632425621,3949939227,2632435213,1317504013,1317504013,9196755200,63744329703,318400
reg_detect_N4_512_900,49049722833,0,0,0,26617046443,23285847622,3331198821,4998441627,3331209613,1667232013,1667232013,11638029600,80665210903,403200
reg_detect_N4_512_1024,63488208929,0,0,0,34452144171,30140362774,4311781397,6469795867,4311793677,2158002189,2158002189,15063851008,104410148967,522240
reg_detect_N4_600_8,5102849,0,0,0,2769451,2422774,346677,520347,346765,173581,173581,1210688,8392647,0
reg_detect_N4_600_16,19277281,0,0,0,10461227,9151958,1309269,1964827,1309453,655373,655373,4573824,31703335,0
reg_detect_N4_600_32,74840993,0,0,0,40611883,35529622,5082261,7626267,5082637,2543629,2543629,17757440,123079143,0
reg_detect_N4_600_64,294827809,0,0,0,159981611,139962134,20019477,30039067,20020237,10018829,10018829,69954048,484848487,1920
reg_detect_N4_600_128,1170239009,0,0,0,634994731,555535894,79458837,119224347,79460365,39763981,39763981,277664768,1924458087,7936
reg_detect_N4_600_256,4662811681,0,0,0,2530115627,2213518358,316597269,475033627,316600333,158433293,158433293,1106356224,7667960935,32256
reg_detect_N4_600_300,6399742833,0,0,0,3472598443,3038067622,434530821,651984027,434534413,217449613,217449613,1518482400,10524325303,44400
reg_detect_N4_600_400,11367870433,0,0,0,6168371243,5396516822,771854421,1158112027,771859213,386252813,386252813,2697283200,18694353703,79200
reg_detect_N4_600_512,18614958113,0,0,0,10100736043,8836823062,1263912981,1896407067,1263919117,632487949,632487949,4416819200,30612101223,130048
reg_detect_N4_600_600,25556445633,0,0,0,13867276843,12132055222,1735221621,2603568027,1735228813,868339213,868339213,6063844800,42027290503,178800
reg_detect_N4_600_700,34776893233,0,0,0,18870409643,16509144422,2361265221,3542896027,2361273613,1181622413,1181622413,8251605600,57190198903,243600
reg_detect_N4_600_800,45414780833,0,0,0,24642662443,21559113622,3083548821,4626624027,3083558413,1543065613,1543065613,10775686400,74684067303,318400
reg_detect_N4_600_900,57470108433,0,0,0,31184035243,27281962822,3902072421,5854752027,3902083213,1952668813,1952668813,13636087200,94508895703,403200
reg_detect_N4_600_1024,74387255329,0,0,0,40363491371,35312791574,5050699797,7578173467,5050712077,2527461389,2527461389,17650065408,122328920167,522240
reg_detect_N4_700_8,5952449,0,0,0,3230251,2825974,404277,606747,404365,202381,202381,1412288,9789447,0
reg_detect_N4_700_16,22486881,0,0,0,12202027,10675158,1526869,2291227,1527053,764173,764173,5335424,36980135,0
reg_detect_N4_700_32,87301793,0,0,0,47370283,41443222,5927061,8893467,5927437,2966029,2966029,20714240,143565543,0
reg_detect_N4_700_64,343915809,0,0,0,186605611,163258134,23347477,35031067,23348237,11682829,11682829,81602048,565552487,1920
reg_detect_N4_700_128,1365080609,0,0,0,740671531,648003094,92668437,139038747,92669965,46368781,46368781,323898368,2244790887,7936
reg_detect_N4_700_256,5439157281,0,0,0,2951184427,2581953558,369230869,553984027,369233933,184750093,184750093,1290573824,8944325735,32256
reg_detect_N4_700_300,7465282833,0,0,0,4050518443,3543747622,506770821,760344027,506774413,253569613,253569613,1771322400,12276145303,44400
reg_detect_N4_700_400,13260590433,0,0,0,7194931243,6294756822,900174421,1350592027,900179213,450412813,450412813,3146403200,21806113703,79200
reg_detect_N4_700_512,21714298913,0,0,0,11781734443,10307696662,1474037781,2211594267,1474043917,737550349,737550349,5152256000,35707627623,130048
reg_detect_N4_700_600,29811525633,0,0,0,16175116843,14151415222,2023701621,3036288027,2023708813,1012579213,1012579213,7073524800,49022930503,178800
reg_detect_N4_700_700,40567153233,0,0,0,22010889643,19257064422,2753825221,4131736027,2753833613,1377902413,1377902413,9625565600,66709778903,243600
reg_detect_N4_700_800,52976220833,0,0,0,28743782443,25147593622,3596188821,5395584027,3596198413,1799385613,1799385613,12569926400,87115587303,318400
reg_detect_N4_700_900,67038728433,0,0,0,36373795243,31823002822,4550792421,6827832027,4550803213,2277028813,2277028813,15906607200,110240355703,403200
reg_detect_N4_700_1024,86772535329,0,0,0,47080931371,41190551574,5890379797,8837693467,5890392077,2947301389,2947301389,20588945408,142691160167,522240
reg_detect_N4_800_8,6802049,0,0,0,3691051,3229174,461877,693147,461965,231181,231181,1613888,11186247,0
reg_detect_N4_800_16,25696481,0,0,0,13942827,12198358,1744469,2617627,1744653,872973,872973,6097024,42256935,0
reg_detect_N4_800_32,99762593,0,0,0,54128683,47356822,6771861,10160667,6772237,3388429,3388429,23671040,164051943,0
reg_detect_N4_800_64,393003809,0,0,0,213229611,186554134,26675477,40023067,26676237,13346829,13346829,93250048,646256487,1920
reg_detect_N4_800_128,1559922209,0,0,0,846348331,740470294,105878037,158853147,105879565,52973581,52973581,370131968,2565123687,7936
reg_detect_N4_800_256,6215502881,0,0,0,3372253227,2950388758,421864469,632934427,421867533,211066893,211066893,1474791424,10220690535,32256
reg_detect_N4_800_300,8530822833,0,0,0,4628438443,4049427622,579010821,868704027,579014413,289689613,289689613,2024162400,14027965303,44400
reg_detect_N4_800_400,15153310433,0,0,0,8221491243,7192996822,1028494421,1543072027,1028499213,514572813,514572813,3595523200,24917873703,79200
reg_detect_N4_800_512,24813639713,0,0,0,13462732843,11778570262,1684162581,2526781467,1684168717,842612749,842612749,5887692800,40803154023,130048
reg_detect_N4_800_600,34066605633,0,0,0,18482956843,16170775222,2312181621,3469008027,2312188813,1156819213,1156819213,8083204800,56018570503,178800
reg_detect_N4_800_700,46357413233,0,0,0,25151369643,22004984422,3146385221,4720576027,3146393613,1574182413,1574182413,10999525600,76229358903,243600
reg_detect_N4_800_800,60537660833,0,0,0,32844902443,28736073622,4108828821,6164544027,4108838413,2055705613,2055705613,14364166400,99547107303,318400
reg_detect_N4_800_900,76607348433,0,0,0,41563555243,36364042822,5199512421,7800912027,5199523213,2601388813,2601388813,18177127200,125971815703,403200
reg_detect_N4_800_1024,99157815329,0,0,0,53798371371,47068311574,6730059797,10097213467,6730072077,3367141389,3367141389,23527825408,163053400167,522240
reg_detect_N4_900_8,7651649,0,0,0,4151851,3632374,519477,779547,519565,259981,259981,1815488,12583047,0
reg_detect_N4_900_16,28906081,0,0,0,15683627,13721558,1962069,2944027,1962253,981773,981773,6858624,47533735,0
reg_detect_N4_900_32,112223393,0,0,0,60887083,53270422,7616661,11427867,7617037,3810829,3810829,26627840,184538343,0
reg_detect_N4_900_64,442091809,0,0,0,239853611,209850134,30003477,45015067,30004237,15010829,15010829,104898048,726960487,1920
reg_detect_N4_900_128,1754763809,0,0,0,952025131,832937494,119087637,178667547,119089165,59578381,59578381,416365568,2885456487,7936
reg_detect_N4_900_256,6991848481,0,0,0,3793322027,3318823958,474498069,711884827,474501133,237383693,237383693,1659009024,11497055335,32256
reg_detect_N4_900_300,9596362833,0,0,0,5206358443,4555107622,651250821,977064027,651254413,325809613,325809613,2277002400,15779785303,44400
reg_detect_N4_900_400,17046030433,0,0,0,9248051243,8091236822,1156814421,1735552027,1156819213,578732813,578732813,4044643200,28029633703,79200
reg_detect_N4_900_512,27912980513,0,0,0,15143731243,13249443862,1894287381,2841968667,1894293517,947675149,947675149,6623129600,45898680423,130048
reg_detect_N4_900_600,38321685633,0,0,0,20790796843,18190135222,2600661621,3901728027,2600668813,1301059213,1301059213,9092884800,63014210503,178800
reg_detect_N4_900_700,52147673233,0,0,0,28291849643,24752904422,3538945221,5309416027,3538953613,1770462413,1770462413,12373485600,85748938903,243600
reg_detect_N4_900_800,68099100833,0,0,0,36946022443,32324553622,4621468821,6933504027,4621478413,2312025613,2312025613,16158406400,111978627303,318400
reg_detect_N4_900_900,86175968433,0,0,0,46753315243,40905082822,5848232421,8773992027,5848243213,2925748813,2925748813,20447647200,141703275703,403200
reg_detect_N4_900_1024,111543095329,0,0,0,60515811371,52946071574,7569739797,11356733467,7569752077,3786981389,3786981389,26466705408,183415640167,522240
reg_detect_N4_1024_8,8705153,0,0,0,4723243,4132342,590901,886683,590989,295693,295693,2065472,14315079,0
reg_detect_N4_1024_16,32885985,0,0,0,17842219,15610326,2231893,3348763,2232077,1116685,1116685,7803008,54076967,0
reg_detect_N4_1024_32,127674785,0,0,0,69267499,60603286,8664213,12999195,8664589,4334605,4334605,30294272,209941479,0
reg_detect_N4_1024_64,502960929,0,0,0,272867371,238737174,34130197,51205147,34130957,17074189,17074189,119341568,827033447,1920
reg_detect_N4_1024_128,1996367393,0,0,0,1083064363,947596822,135467541,203237403,135469069,67768333,67768333,473695232,3282669159,7936
reg_detect_N4_1024_256,7954517025,0,0,0,4315447339,3775683606,539763733,809783323,539766797,270016525,270016525,1887438848,13079747687,32256
reg_detect_N4_1024_300,10917632433,0,0,0,5922979243,5182150822,740828421,1111430427,740832013,370598413,370598413,2590524000,17952042103,44400
reg_detect_N4_1024_400,19393003233,0,0,0,10520985643,9205054422,1315931221,1974227227,1315936013,658291213,658291213,4601552000,31888216103,79200
reg_detect_N4_1024_512,31756163105,0,0,0,17228169259,15073327126,2154842133,3232800795,2154848269,1077952525,1077952525,7535071232,52217133159,130048
reg_detect_N4_1024_600,43597984833,0,0,0,23652518443,20694141622,2958376821,4438300827,2958384013,1479916813,1479916813,10344888000,71688804103,178800
reg_detect_N4_1024_700,59327595633,0,0,0,32186044843,28160325222,4025719621,6039577627,4025728013,2013849613,2013849613,14077196000,97553218103,243600
reg_detect_N4_1024_800,77475286433,0,0,0,42031411243,36774268822,5257142421,7887014427,5257152013,2629862413,2629862413,18383264000,127393712103,318400
reg_detect_N4_1024_900,98041057233,0,0,0,53188617643,46535972422,6652645221,9980611227,6652656013,3327955213,3327955213,23263092000,161210286103,403200
reg_detect_N4_1024_1024,126900842529,0,0,0,68845436971,60234493974,8610942997,12918538267,8610955277,4307582989,4307582989,30110916608,208664817767,522240
reg_detect_N8_1_128,6275637,0,0,0,3981387,3314730,666657,1072179,669721,402457,402457,1451008,11329203,15872
reg_detect_N8_1_256,25003061,0,0,0,15827019,13183018,2644001,4241459,2650137,1591321,1591321,5785600,45071539,64512
reg_detect_N8_1_300,34316453,0,0,0,21715275,18088842,3626433,5815251,3633625,2181625,2181625,7941600,61846979,88800
reg_detect_N8_1_400,60955253,0,0,0,38553675,32118442,6435233,10313651,6444825,3868825,3868825,14108800,109822579,158400
reg_detect_N8_1_512,99813429,0,0,0,63111243,52580394,10530849,16871475,10543129,6328345,6328345,23105536,179796147,260096
reg_detect_N8_1_600,137032853,0,0,0,86630475,72177642,14452833,23150451,14467225,8683225,8683225,31723200,246813779,357600
reg_detect_N8_1_700,186471653,0,0,0,117868875,98207242,19661633,31488851,19678425,11810425,11810425,43170400,335829379,487200
reg_detect_N8_1_800,243510453,0,0,0,153907275,128236842,25670433,41107251,25689625,15417625,15417625,56377600,438524979,636800
reg_detect_N8_1_900,308149253,0,0,0,194745675,162266442,32479233,52005651,32500825,19504825,19504825,71344800,554900579,806400
reg_detect_N8_1_1024,398856245,0,0,0,252051531,210018346,42033185,67297331,42057753,25239577,25239577,92348416,718205107,1044480
reg_detect_N8_2_128,10172469,0,0,0,6094923,5164074,930849,1468467,933913,534553,534553,2375680,17735859,15872
reg_detect_N8_2_256,40529973,0,0,0,24248395,20551722,3696673,5820467,3702809,2117657,2117657,9469952,70598835,64512
reg_detect_N8_2_300,55627253,0,0,0,33273675,28202442,5071233,7982451,5078425,2904025,2904025,12998400,96883379,88800
reg_detect_N8_2_400,98809653,0,0,0,59084875,50083242,9001633,14163251,9011225,5152025,5152025,23091200,172057779,158400
reg_detect_N8_2_512,161800245,0,0,0,96731211,81997866,14733345,23175219,14745625,8429593,8429593,37814272,281706675,260096
reg_detect_N8_2_600,222134453,0,0,0,132787275,112564842,20222433,31804851,20236825,11568025,11568025,51916800,386726579,357600
reg_detect_N8_2_700,302276853,0,0,0,180678475,153165642,27512833,43265651,27529625,15736025,15736025,70649600,526220979,487200
reg_detect_N8_2_800,394739253,0,0,0,235929675,200006442,35923233,56486451,35942425,20544025,20544025,92262400,687155379,636800
reg_detect_N8_2_900,499521653,0,0,0,298540875,253087242,45453633,71467251,45475225,25992025,25992025,116755200,869529779,806400
reg_detect_N8_2_1024,646561845,0,0,0,386400331,327573546,58826785,92487731,58851353,33636377,33636377,151126016,1125449907,1044480
reg_detect_N8_4_64,4526645,0,0,0,2605131,2235946,369185,573491,370713,202777,202777,1063936,7705267,3840
reg_detect_N8_4_128,17966133,0,0,0,10321995,8862762,1459233,2261043,1462297,798745,798745,4225024,30549171,15872
reg_detect_N8_4_256,71583797,0,0,0,41091147,35289130,5802017,8978483,5808153,3170329,3170329,16838656,121653427,64512
reg_detect_N8_4_300,98248853,0,0,0,56390475,48429642,7960833,12316851,7968025,4348825,4348825,23112000,166956179,88800
reg_detect_N8_4_400,174518453,0,0,0,100147275,86012842,14134433,21862451,14144025,7718425,7718425,41056000,296528179,158400
reg_detect_N8_4_512,285773877,0,0,0,163971147,140832810,23138337,35782707,23150617,12632089,12632089,67231744,485527731,260096
reg_detect_N8_4_600,392337653,0,0,0,225100875,193339242,31761633,49113651,31776025,17337625,17337625,92304000,666552179,357600
reg_detect_N8_4_700,533887253,0,0,0,306297675,263082442,43215233,66819251,43232025,23587225,23587225,125608000,907004179,487200
reg_detect_N8_4_800,697196853,0,0,0,399974475,343545642,56428833,87244851,56448025,30796825,30796825,164032000,1184416179,636800
reg_detect_N8_4_900,882266453,0,0,0,506131275,434728842,71402433,110390451,71424025,38966425,38966425,207576000,1498788179,806400
reg_detect_N8_4_1024,1141973045,0,0,0,655097931,562683946,92413985,142868531,92438553,50429977,50429977,268681216,1939939507,1044480
reg_detect_N8_8_64,8453685,0,0,0,4735051,4099626,635425,972851,636953,335897,335897,1995776,14161587,3840
reg_detect_N8_8_128,33553461,0,0,0,18776139,16260138,2516001,3846195,2519065,1327129,1327129,7923712,56175795,15872
reg_detect_N8_8_256,133691445,0,0,0,74776651,64763946,10012705,15294515,10018841,5275673,5275673,31576064,223762611,64512
reg_detect_N8_8_300,183492053,0,0,0,102624075,88884042,13740033,20985651,13747225,7238425,7238425,43339200,307101779,88800
reg_detect_N8_8_400,325936053,0,0,0,182272075,157872042,24400033,37260851,24409625,12851225,12851225,76985600,545468979,158400
reg_detect_N8_8_512,533721141,0,0,0,298451019,258502698,39948321,60997683,39960601,21037081,21037081,126066688,893169843,260096
reg_detect_N8_8_600,732744053,0,0,0,409728075,354888042,54840033,83731251,54854425,28876825,28876825,173078400,1226203379,357600
reg_detect_N8_8_700,997108053,0,0,0,557536075,482916042,74620033,113926451,74636825,39289625,39289625,235524800,1668570579,487200
reg_detect_N8_8_800,1302112053,0,0,0,728064075,630624042,97440033,148761651,97459225,51302425,51302425,307571200,2178937779,636800
reg_detect_N8_8_900,1647756053,0,0,0,921312075,798012042,123300033,188236851,123321625,64915225,64915225,389217600,2757304979,806400
reg_detect_N8_8_1024,2132795445,0,0,0,1192493131,1032904746,159588385,243630131,159612953,84017177,84017177,503791616,3568918707,1044480
reg_detect_N8_16_32,4139829,0,0,0,2285643,1988394,297249,451635,298009,153625,153625,979456,6877107,0
reg_detect_N8_16_64,16307765,0,0,0,8994891,7826986,1167905,1771571,1169433,602137,602137,3859456,27074227,3840
reg_detect_N8_16_128,64728117,0,0,0,35684427,31054890,4629537,7016499,4632601,2383897,2383897,15321088,107429043,15872
reg_detect_N8_16_256,257906741,0,0,0,142147659,123713578,18434081,27926579,18440217,9486361,9486361,61050880,427980979,64512
reg_detect_N8_16_300,353978453,0,0,0,195091275,169792842,25298433,38323251,25305625,13017625,13017625,83793600,587392979,88800
reg_detect_N8_16_400,628771253,0,0,0,346521675,301590442,44931233,68057651,44940825,23116825,23116825,148844800,1043350579,158400
reg_detect_N8_16_512,1029615669,0,0,0,567410763,493842474,73568289,111427635,73580569,37847065,37847065,243736576,1708454067,260096
reg_detect_N8_16_600,1413556853,0,0,0,778982475,677985642,100996833,152966451,101011225,51955225,51955225,334627200,2345505779,357600
reg_detect_N8_16_700,1923549653,0,0,0,1060012875,922583242,137429633,208140851,137446425,70694425,70694425,455358400,3191703379,487200
reg_detect_N8_16_800,2511942453,0,0,0,1384243275,1204780842,179462433,271795251,179481625,92313625,92313625,594649600,4167980979,636800
reg_detect_N8_16_900,3178735253,0,0,0,1751673675,1524578442,227095233,343929651,227116825,116812825,116812825,752500800,5274338579,806400
reg_detect_N8_16_1024,4114440245,0,0,0,2267283531,1973346346,293937185,445153331,293961753,151191577,151191577,974012416,6826877107,1044480
reg_detect_N8_32_32,8127285,0,0,0,4448331,3880746,567585,857139,568345,288793,288793,1925632,13432755,0
reg_detect_N8_32_64,32015925,0,0,0,17514571,15281706,2232865,3369011,2234393,1134617,1134617,7586816,52899507,3840
reg_detect_N8_32_128,127077429,0,0,0,69501003,60644394,8856609,13357107,8859673,4497433,4497433,30115840,209935539,15872
reg_detect_N8_32_256,506337333,0,0,0,276889675,241612842,35276833,53190707,35282969,17907737,17907737,120000512,836417715,64512
reg_detect_N8_32_300,694951253,0,0,0,380025675,331610442,48415233,72998451,48422425,24576025,24576025,164702400,1147975379,88800
reg_detect_N8_32_400,1234441653,0,0,0,675020875,589027242,85993633,129651251,86003225,43648025,43648025,292563200,2039113779,158400
reg_detect_N8_32_512,2021404725,0,0,0,1105330251,964522026,140808225,212287539,140820505,71467033,71467033,479076352,3339022515,260096
reg_detect_N8_32_600,2775182453,0,0,0,1517491275,1324180842,193310433,291436851,193324825,98112025,98112025,657724800,4584110579,357600
reg_detect_N8_32_700,3776432853,0,0,0,2064966475,1801917642,263048833,396569651,263065625,133504025,133504025,895025600,6237968979,487200
reg_detect_N8_32_800,4931603253,0,0,0,2696601675,2353094442,343507233,517862451,343526425,174336025,174336025,1168806400,8146067379,636800
reg_detect_N8_32_900,6240693653,0,0,0,3412396875,2977711242,434685633,655315251,434707225,220608025,220608025,1479067200,10308405779,806400
reg_detect_N8_32_1024,8077729845,0,0,0,4416864331,3854229546,562634785,848199731,562659353,285540377,285540377,1914454016,13342793907,1044480
reg_detect_N8_64_16,4147637,0,0,0,2261067,1975210,285857,430643,286233,144409,144409,983296,6839347,0
reg_detect_N8_64_32,16102197,0,0,0,8773707,7665450,1108257,1668147,1109017,559129,559129,3817984,26544051,0
reg_detect_N8_64_64,63432245,0,0,0,34553931,30191146,4362785,6563891,4364313,2199577,2199577,15041536,104550067,3840
reg_detect_N8_64_128,251776053,0,0,0,137134155,119823402,17310753,26038323,17313817,8724505,8724505,59705344,414948531,15872
reg_detect_N8_64_256,1003198517,0,0,0,546373707,477411370,68962337,103718963,68968473,34750489,34750489,237899776,1653291187,64512
reg_detect_N8_64_300,1376896853,0,0,0,749894475,655245642,94648833,142348851,94656025,47692825,47692825,326520000,2269140179,88800
reg_detect_N8_64_400,2445782453,0,0,0,1332019275,1163900842,168118433,252838451,168128025,84710425,84710425,580000000,4030640179,158400
reg_detect_N8_64_512,4004982837,0,0,0,2181169227,1905881130,275288097,414007347,275300377,138706969,138706969,949755904,6600159411,260096
reg_detect_N8_64_600,5498433653,0,0,0,2994508875,2616571242,377937633,568377651,377952025,190425625,190425625,1303920000,9061320179,357600
reg_detect_N8_64_700,7482199253,0,0,0,4074873675,3560586442,514287233,773427251,514304025,259123225,259123225,1774360000,12330500179,487200
reg_detect_N8_64_800,9770924853,0,0,0,5321318475,4649721642,671596833,1009996851,671616025,338380825,338380825,2317120000,16102240179,636800
reg_detect_N8_64_900,12364610453,0,0,0,6733843275,5883976842,849866433,1278086451,849888025,428198425,428198425,2932200000,20376540179,806400
reg_detect_N8_64_1024,16004309045,0,0,0,8716025931,7615995946,1100029985,1654292531,1100054553,554237977,554237977,3795337216,26374627507,1044480
reg_detect_N8_128_16,8255925,0,0,0,4489291,3924906,564385,848435,564761,283673,283673,1958144,13593651,0
reg_detect_N8_128_32,32052021,0,0,0,17424459,15234858,2189601,3290163,2190361,1099801,1099801,7602688,52766643,0
reg_detect_N8_128_64,126264885,0,0,0,68632651,60010026,8622625,12953651,8624153,4329497,4329497,29950976,207851187,3840
reg_detect_N8_128_128,501173301,0,0,0,272400459,238181418,34219041,51400755,34222105,17178649,17178649,118884352,824974515,15872
reg_detect_N8_128_256,1996920885,0,0,0,1085341771,949008426,136333345,204775475,136339481,68435993,68435993,473698304,3287038131,64512
reg_detect_N8_128_300,2740788053,0,0,0,1489632075,1302516042,187116033,281049651,187123225,93926425,93926425,650155200,4511469779,88800
reg_detect_N8_128_400,4868464053,0,0,0,2646016075,2313648042,332368033,499212851,332377625,166835225,166835225,1154873600,8013692979,158400
reg_detect_N8_128_512,7972139061,0,0,0,4332847179,3788599338,544247841,817446963,544260121,273186841,273186841,1891115008,13122433203,260096
reg_detect_N8_128_600,10944936053,0,0,0,5948544075,5201352042,747192033,1122259251,747206425,375052825,375052825,2596310400,18015739379,357600
reg_detect_N8_128_700,14893732053,0,0,0,8094688075,7077924042,1016764033,1527142451,1016780825,510361625,510361625,3533028800,24515562579,487200
reg_detect_N8_128_800,19449568053,0,0,0,10570752075,9242976042,1327776033,1994265651,1327795225,666470425,666470425,4613747200,32014585779,636800
reg_detect_N8_128_900,24612444053,0,0,0,13376736075,11696508042,1680228033,2523628851,1680249625,843379225,843379225,5838465600,40512808979,806400
reg_detect_N8_128_1024,31857467445,0,0,0,17314349131,15139528746,2174820385,3266478131,2174844953,1091633177,1091633177,7557103616,52438294707,1044480
reg_detect_N8_256_8,4360437,0,0,0,2368587,2071530,297057,446259,297241,149017,149017,1034368,7175283,0
reg_detect_N8_256_16,16472501,0,0,0,8945739,7824298,1121441,1684019,1121817,562201,562201,3907840,27102259,0
reg_detect_N8_256_32,63951669,0,0,0,34725963,30373674,4352289,6534195,4353049,2181145,2181145,15172096,105211827,0
reg_detect_N8_256_64,251930165,0,0,0,136790091,119647786,17142305,25733171,17143833,8589337,8589337,59769856,414453427,3840
reg_detect_N8_256_128,999967797,0,0,0,542933067,474897450,68035617,102125619,68038681,34086937,34086937,237242368,1645026483,15872
reg_detect_N8_256_256,3984365621,0,0,0,2163277899,1892202538,271075361,406888499,271081497,135807001,135807001,945295360,6554532019,64512
reg_detect_N8_256_300,5468570453,0,0,0,2969107275,2597056842,372050433,558451251,372057625,186393625,186393625,1297425600,8996128979,88800
reg_detect_N8_256_400,9713827253,0,0,0,5274009675,4613142442,660867233,991961651,660876825,331084825,331084825,2304620800,15979798579,158400
reg_detect_N8_256_512,15906451509,0,0,0,8636203083,7554035754,1082167329,1624326195,1082179609,542146585,542146585,3773833216,26166980787,260096
reg_detect_N8_256_600,21837940853,0,0,0,11856614475,10370913642,1485700833,2230022451,1485715225,744307225,744307225,5181091200,35924577779,357600
reg_detect_N8_256_700,29716797653,0,0,0,16134316875,14112599242,2021717633,3034572851,2021734425,1012838425,1012838425,7050366400,48885687379,487200
reg_detect_N8_256_800,38806854453,0,0,0,21069619275,18429484842,2640134433,3962803251,2640153625,1322649625,1322649625,9207001600,63839276979,636800
reg_detect_N8_256_900,49108111253,0,0,0,26662521675,23321570442,3340951233,5014713651,3340972825,1673740825,1673740825,11650996800,80785346579,806400
reg_detect_N8_256_1024,63563784245,0,0,0,34510995531,30186594346,4324401185,6490849331,4324425753,2166423577,2166423577,15080636416,104565629107,1044480
reg_detect_N8_300_8,5108085,0,0,0,2774091,2426346,347745,522291,347929,174361,174361,1211776,8404467,0
reg_detect_N8_300_16,19296949,0,0,0,10477643,9164714,1312929,1971251,1313305,657945,657945,4578048,31745843,0
reg_detect_N8_300_32,74917173,0,0,0,40673355,35577642,5095713,7649331,5096473,2552857,2552857,17774080,123239859,0
reg_detect_N8_300_64,295127605,0,0,0,160219211,140148266,20070945,30126131,20072473,10053657,10053657,70020096,485472947,3840
reg_detect_N8_300_128,1171428405,0,0,0,635928651,556268586,79660065,119562291,79663129,39899161,39899161,277927936,1926919347,15872
reg_detect_N8_300_256,4667549749,0,0,0,2533818443,2216425514,317392929,476364851,317399065,158965785,158965785,1107406848,7677733043,64512
reg_detect_N8_300_300,6406245653,0,0,0,3477676875,3042055242,435621633,653808051,435628825,218179225,218179225,1519924800,10537730579,88800
reg_detect_N8_300_400,11379420853,0,0,0,6177382475,5403593642,773788833,1161344051,773798425,387545625,387545625,2699846400,18718147379,158400
reg_detect_N8_300_512,18633871413,0,0,0,10115481675,8848404522,1267077153,1901690931,1267089433,634601497,634601497,4421017600,30651044019,260096
reg_detect_N8_300_600,25582411253,0,0,0,13887513675,12147950442,1739563233,2610816051,1739577625,871238425,871238425,6069609600,42080740979,357600
reg_detect_N8_300_700,34812226453,0,0,0,18897939275,16530768842,2367170433,3552752051,2367187225,1185564825,1185564825,8259451200,57262917779,487200
reg_detect_N8_300_800,45460921653,0,0,0,24678604875,21587347242,3091257633,4639488051,3091276825,1548211225,1548211225,10785932800,74779014579,636800
reg_detect_N8_300_900,57528496853,0,0,0,31229510475,27317685642,3911824833,5871024051,3911846425,1959177625,1959177625,13649054400,94629031379,806400
reg_detect_N8_300_1024,74462830645,0,0,0,40422342731,35359023146,5063319585,7599226931,5063344153,2535882777,2535882777,17666850816,122484400307,1044480
reg_detect_N8_400_8,6807285,0,0,0,3695691,3232746,462945,695091,463129,231961,231961,1614976,11198067,0
reg_detect_N8_400_16,25716149,0,0,0,13959243,12211114,1748129,2624051,1748505,875545,875545,6101248,42299443,0
reg_detect_N8_400_32,99838773,0,0,0,54190155,47404842,6785313,10183731,6786073,3397657,3397657,23687680,164212659,0
reg_detect_N8_400_64,393303605,0,0,0,213467211,186740266,26726945,40110131,26728473,13381657,13381657,93316096,646880947,3840
reg_detect_N8_400_128,1561111605,0,0,0,847282251,741202986,106079265,159191091,106082329,53108761,53108761,370395136,2567584947,15872
reg_detect_N8_400_256,6220240949,0,0,0,3375956043,2953295914,422660129,634265651,422666265,211599385,211599385,1475842048,10230462643,64512
reg_detect_N8_400_300,8537325653,0,0,0,4633516875,4053415242,580101633,870528051,580108825,290419225,290419225,2025604800,14041370579,88800
reg_detect_N8_400_400,15164860853,0,0,0,8230502475,7200073642,1030428833,1546304051,1030438425,515865625,515865625,3598086400,24941667379,158400
reg_detect_N8_400_512,24832553013,0,0,0,13477478475,11790151722,1687326753,2532065331,1687339033,844726297,844726297,5891891200,40842096819,260096
reg_detect_N8_400_600,34092571253,0,0,0,18503193675,16186670442,2316523233,3476256051,2316537625,1159718425,1159718425,8088969600,56072020979,357600
reg_detect_N8_400_700,46392746453,0,0,0,25178899275,22026608842,3152290433,4730432051,3152307225,1578124825,1578124825,11007371200,76302077779,487200
reg_detect_N8_400_800,60583801653,0,0,0,32880844875,28764307242,4116537633,6177408051,4116556825,2060851225,2060851225,14374412800,99642054579,636800
reg_detect_N8_400_900,76665736853,0,0,0,41609030475,36399765642,5209264833,7817184051,5209286425,2607897625,2607897625,18190094400,126091951379,806400
